respondent_id,A1_respondent_type,A2_lives_in_dubai,A3_residency_status,A4_age_group,B1_purchase_frequency,B2_monthly_clothing_spend_aed,B3_where_buy,B4_frustrations,B5_price_importance,B5_brand_importance,B5_quality_importance,B5_sustainability_importance,B5_uniqueness_importance,B5_convenience_importance,C1_bought_secondhand,C2_thrift_familiarity,C3_value_for_money,C3_good_for_environment,C3_hygiene_worry,C3_quality_worry,C3_socially_accepted,C3_finds_unique,C4_barriers,D1_concept_interest,D2_visit_likelihood_3mo,D3_categories_buy,D4_choice_drivers,D5_wtp_jeans_aed,D5_wtp_dress_aed,D5_wtp_jacket_aed,D6_max_spend_visit_aed,D7_shop_mode_pref,D8_travel_distance,E1_sell_back,E2_discovery_channel,E3_loyalty_interest,E4_recommend_likelihood,F1_gender,F2_field_industry,F3_area_dubai,F4_disposable_income_band,A4_age_code,B1_freq_code,C1_secondhand_code,D8_distance_code,F4_income_code,B3_buy_fast_fashion_h_m_shein_type,B3_buy_malls_brand_stores,B3_buy_online_marketplaces,B3_buy_outlet_stores,B3_buy_second_hand_thrift,B3_buy_social_media_sellers,B4_frustr_hard_to_find_unique_pieces,B4_frustr_none_stated,B4_frustr_not_sustainable,B4_frustr_poor_fast_fashion_quality,B4_frustr_same_styles_everywhere,B4_frustr_sizing_issues,B4_frustr_too_expensive,C4_barrier_don_t_know_where_to_shop,C4_barrier_hygiene_concerns,C4_barrier_nothing_i_m_open_to_it,C4_barrier_quality_concerns,C4_barrier_sizing_fit,C4_barrier_social_stigma,D3_cat_accessories,D3_cat_athleisure_sportswear,D3_cat_bags,D3_cat_denim_jeans,D3_cat_dresses,D3_cat_formal_office_wear,D3_cat_modest_wear_abayas,D3_cat_outerwear_jackets,D3_cat_shoes,D3_cat_tops_t_shirts,D4_driver_convenient_location,D4_driver_curated_quality,D4_driver_guaranteed_cleanliness_sanitisation,D4_driver_low_prices,D4_driver_loyalty_rewards,D4_driver_online_ordering_delivery,D4_driver_sustainability_mission,D4_driver_trendy_curated_styles,E2_disc_flyers_events,E2_disc_google_maps,E2_disc_influencers,E2_disc_instagram,E2_disc_tiktok,E2_disc_university_campus,E2_disc_word_of_mouth,target_likely_customer,advocacy_score,n_categories_interested
R1912,Young working professional,Yes,Expat - long-term resident,28-34,2-3 times a month,760.0,Second-hand / thrift; Social-media sellers,Same styles everywhere; Poor fast-fashion quality,1,3,3,2,3,3,"Yes, occasionally",3.0,4,3,1,3,5,3,Hygiene concerns; Quality concerns; Sizing / fit; Social stigma; Don't know where to shop,4,4,Tops / T-shirts; Dresses; Denim / jeans; Bags; Athleisure / sportswear; Modest wear / abayas,Guaranteed cleanliness / sanitisation; Curated quality; Online ordering + delivery; Loyalty rewards; Sustainability mission; Trendy / curated styles,90.0,75,240,310.0,In-store only,Up to 30 min,No,Word of mouth; University / campus; Google / Maps,3.0,4,Male,Unknown,Deira / Bur Dubai,"2,501-5,000",3,4,2,3,3,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,4.0,6
R1800,Young working professional,Yes,Expat - long-term resident,18-22,Rarely,120.0,"Fast fashion (H&M, Shein-type); Social-media sellers",Too expensive; Same styles everywhere; Not sustainable,3,4,3,3,3,4,"Yes, occasionally",3.0,3,3,1,2,4,4,Sizing / fit,4,4,Tops / T-shirts; Denim / jeans; Formal / office wear; Bags; Accessories; Athleisure / sportswear,Low prices; Curated quality; Online ordering + delivery; Sustainability mission; Trendy / curated styles,50.0,65,90,130.0,In-store only,Up to 15 min,"Yes, donate",Instagram; Word of mouth; Flyers / events,3.0,4,Female,IT / Computer Science,Deira / Bur Dubai,"Under 1,000",1,1,2,2,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,4.0,6
R1541,Recent graduate,Yes,UAE national,28-34,About monthly,310.0,Malls / brand stores; Outlet stores,Too expensive; Same styles everywhere,4,2,4,3,2,3,Never,2.0,3,3,2,3,2,2,Quality concerns,3,3,Dresses; Bags; Accessories; Modest wear / abayas,Sustainability mission,50.0,75,95,170.0,In-store only,Only my neighbourhood,Maybe,Instagram; TikTok; Word of mouth; University / campus,3.0,3,Female,Arts / Design,Marina / JBR,"Under 1,000",3,3,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,3.0,4
R1314,University student,Yes,UAE national,23-27,Every few months,200.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces; Outlet stores",Too expensive; Poor fast-fashion quality,2,3,3,3,3,3,Once or twice,3.0,4,4,3,2,3,2,Quality concerns; Social stigma,3,3,Tops / T-shirts; Dresses; Denim / jeans; Outerwear / jackets; Accessories; Athleisure / sportswear,Low prices; Guaranteed cleanliness / sanitisation; Curated quality; Convenient location; Sustainability mission,65.0,70,65,220.0,In-store only,Up to 30 min,"Yes, sell",Instagram; Word of mouth; University / campus,2.0,3,Female,Engineering,Marina / JBR,"Under 1,000",2,2,1,3,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,3.0,6
R1634,University student,Yes,Expat - long-term resident,18-22,About monthly,110.0,"Fast fashion (H&M, Shein-type); Online marketplaces; Second-hand / thrift; Social-media sellers",Too expensive; Sizing issues,4,3,3,3,3,4,Never,3.0,4,2,3,3,2,2,Nothing - I'm open to it,3,4,Tops / T-shirts; Dresses; Formal / office wear; Outerwear / jackets; Bags,Low prices; Guaranteed cleanliness / sanitisation; Convenient location; Online ordering + delivery; Trendy / curated styles,55.0,80,95,110.0,In-store only,Up to 15 min,No,Instagram; University / campus; Flyers / events,3.0,4,Male,Business,Silicon Oasis,"Under 1,000",1,3,0,2,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,3.67,5
R1280,University student,Yes,UAE national,35+,About monthly,330.0,Malls / brand stores; Online marketplaces; Second-hand / thrift,Same styles everywhere; Poor fast-fashion quality,2,4,2,2,3,2,"Yes, regularly",2.0,3,3,3,3,4,3,Quality concerns; Sizing / fit; Don't know where to shop,3,4,Tops / T-shirts; Dresses; Denim / jeans; Shoes; Bags; Accessories; Athleisure / sportswear; Modest wear / abayas,Curated quality; Trendy / curated styles,90.0,70,155,230.0,Both,Up to 15 min,Maybe,University / campus; Google / Maps; Influencers,5.0,3,Male,Other,Marina / JBR,"1,000-2,500",4,3,3,2,2,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,3.33,8
R1975,Recent graduate,Yes,Expat - student visa,23-27,About monthly,290.0,"Fast fashion (H&M, Shein-type); Social-media sellers",Too expensive; Sizing issues; Hard to find unique pieces,3,2,3,4,4,2,Once or twice,4.0,4,3,3,3,3,5,Nothing - I'm open to it,3,3,Tops / T-shirts; Dresses; Denim / jeans; Formal / office wear; Shoes; Bags; Athleisure / sportswear,Low prices; Curated quality,95.0,95,125,210.0,Both,Only my neighbourhood,"Yes, sell",Instagram; Word of mouth; University / campus; Influencers,2.0,3,Female,Engineering,Deira / Bur Dubai,"1,000-2,500",2,3,1,1,2,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,3.0,7
R1761,University student,Yes,Expat - long-term resident,18-22,2-3 times a month,180.0,Outlet stores,Too expensive; Poor fast-fashion quality; Not sustainable; Sizing issues,3,3,5,3,4,4,"Yes, regularly",4.0,5,4,5,4,5,3,Nothing - I'm open to it,3,3,Dresses; Denim / jeans; Athleisure / sportswear; Modest wear / abayas,Low prices; Curated quality; Sustainability mission,45.0,80,105,100.0,Both,Up to 30 min,Maybe,Instagram; TikTok; Word of mouth; Google / Maps; Influencers,3.0,4,Female,Other,JVC,"1,000-2,500",1,4,3,3,2,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,3.33,4
R1353,Recent graduate,Yes,UAE national,23-27,Every few months,270.0,"Fast fashion (H&M, Shein-type); Social-media sellers",Too expensive; Not sustainable; Hard to find unique pieces,3,3,3,5,2,3,Never,2.0,3,3,2,2,2,2,Don't know where to shop,5,4,Tops / T-shirts; Dresses; Outerwear / jackets; Shoes,Low prices; Curated quality; Convenient location; Online ordering + delivery; Loyalty rewards; Sustainability mission,85.0,75,125,170.0,In-store only,Across the city,No,Word of mouth; Influencers,4.0,4,Female,Marketing,Marina / JBR,"1,000-2,500",2,2,0,4,2,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,4.33,4
R1207,Young working professional,Yes,UAE national,35+,Every few months,330.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Social-media sellers",None stated,5,3,3,3,4,4,"Yes, regularly",5.0,4,2,3,2,5,5,Nothing - I'm open to it,5,5,Tops / T-shirts; Denim / jeans; Outerwear / jackets; Bags; Athleisure / sportswear; Modest wear / abayas,Low prices; Curated quality; Online ordering + delivery; Trendy / curated styles,60.0,115,105,200.0,Online only,Across the city,"Yes, sell",Influencers,5.0,5,Female,Other,Marina / JBR,"2,501-5,000",4,2,3,4,3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,5.0,6
R1379,Young working professional,Yes,Expat - long-term resident,23-27,About monthly,500.0,"Fast fashion (H&M, Shein-type); Second-hand / thrift; Social-media sellers",Same styles everywhere; Poor fast-fashion quality; Not sustainable; Sizing issues,3,2,4,4,3,3,"Yes, occasionally",3.0,3,4,1,2,3,3,Quality concerns; Social stigma,4,4,Tops / T-shirts; Dresses; Formal / office wear; Outerwear / jackets; Shoes; Accessories,Guaranteed cleanliness / sanitisation; Convenient location; Online ordering + delivery; Sustainability mission,75.0,125,130,190.0,Both,Up to 15 min,"Yes, sell",Instagram; Word of mouth; University / campus,4.0,3,Male,Finance,Marina / JBR,"2,501-5,000",2,3,2,2,3,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,3.67,6
R1769,Recent graduate,Yes,Expat - long-term resident,23-27,Every few months,120.0,Malls / brand stores; Online marketplaces; Outlet stores,Too expensive; Not sustainable,5,3,4,4,1,4,Never,3.0,4,4,3,4,4,1,Sizing / fit; Don't know where to shop,3,3,Tops / T-shirts; Dresses; Outerwear / jackets; Shoes; Athleisure / sportswear,Low prices; Convenient location; Loyalty rewards; Sustainability mission,45.0,50,115,150.0,In-store only,Up to 15 min,No,Instagram; Influencers,3.0,3,Male,Finance,Silicon Oasis,"1,000-2,500",2,2,0,2,2,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,3.0,5
R1412,University student,Yes,Expat - student visa,18-22,Every few months,100.0,"Fast fashion (H&M, Shein-type); Outlet stores; Social-media sellers",Too expensive; Hard to find unique pieces,4,3,5,3,4,3,Never,1.0,3,3,3,3,2,3,Hygiene concerns; Social stigma; Don't know where to shop,3,3,Dresses; Denim / jeans; Bags,Low prices; Guaranteed cleanliness / sanitisation; Curated quality; Sustainability mission; Trendy / curated styles,45.0,70,130,130.0,Online only,Up to 15 min,"Yes, donate",Instagram; Influencers,2.0,4,Female,Engineering,International City,"Under 1,000",1,2,0,2,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,3.33,3
R1881,Recent graduate,Yes,Expat - long-term resident,23-27,About monthly,680.0,Malls / brand stores; Online marketplaces; Social-media sellers,Poor fast-fashion quality; Not sustainable; Hard to find unique pieces,1,3,3,3,3,3,Once or twice,3.0,3,4,3,2,3,4,Nothing - I'm open to it,3,2,Denim / jeans; Formal / office wear; Outerwear / jackets; Accessories; Modest wear / abayas,Guaranteed cleanliness / sanitisation; Convenient location,150.0,170,205,180.0,Both,Only my neighbourhood,Maybe,Instagram; TikTok; Word of mouth; University / campus,3.0,3,Male,Engineering,JVC,"5,001-8,000",2,3,1,1,4,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,2.67,5
R1023,Young working professional,Yes,UAE national,23-27,Weekly,260.0,Outlet stores,Poor fast-fashion quality; Not sustainable,2,3,4,5,2,3,Never,2.0,1,5,4,2,2,2,Hygiene concerns; Quality concerns; Sizing / fit,2,1,Denim / jeans; Formal / office wear; Bags; Modest wear / abayas,Guaranteed cleanliness / sanitisation; Curated quality; Convenient location; Online ordering + delivery,130.0,215,295,300.0,Both,Only my neighbourhood,No,Instagram; Word of mouth; Influencers,1.0,2,Male,Marketing,Other,"1,000-2,500",2,5,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1.67,4
R1340,University student,Yes,UAE national,18-22,Rarely,230.0,"Fast fashion (H&M, Shein-type)",Too expensive; Same styles everywhere,5,2,3,2,2,3,Once or twice,3.0,3,3,1,2,3,3,Nothing - I'm open to it,3,4,Tops / T-shirts; Dresses; Formal / office wear; Outerwear / jackets; Shoes; Accessories,Curated quality; Convenient location; Online ordering + delivery; Loyalty rewards; Trendy / curated styles,45.0,55,160,180.0,Both,Up to 30 min,"Yes, donate",Instagram; TikTok; Word of mouth; University / campus; Google / Maps,3.0,3,Female,Engineering,Marina / JBR,"1,000-2,500",1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,3.33,6
R1818,Recent graduate,Yes,Expat - student visa,23-27,2-3 times a month,320.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces; Social-media sellers",Not sustainable; Sizing issues,4,4,3,3,3,3,Once or twice,4.0,3,3,3,4,3,3,Nothing - I'm open to it,2,3,Denim / jeans; Outerwear / jackets; Shoes; Bags; Athleisure / sportswear; Modest wear / abayas,Low prices; Guaranteed cleanliness / sanitisation; Curated quality; Loyalty rewards,80.0,80,150,170.0,Both,Only my neighbourhood,"Yes, sell",TikTok; Word of mouth; Google / Maps,2.0,2,Male,Engineering,JVC,"2,501-5,000",2,4,1,1,3,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,2.33,6
R1642,University student,Yes,Expat - student visa,18-22,Every few months,170.0,Online marketplaces; Social-media sellers,Poor fast-fashion quality; Not sustainable; Hard to find unique pieces,2,3,3,4,4,2,"Yes, occasionally",3.0,4,2,4,4,3,4,Nothing - I'm open to it,3,3,Tops / T-shirts; Denim / jeans; Formal / office wear; Outerwear / jackets; Shoes; Bags,Low prices; Guaranteed cleanliness / sanitisation; Convenient location,90.0,85,100,170.0,In-store only,Up to 30 min,"Yes, sell",Instagram; Word of mouth; University / campus; Google / Maps; Influencers,2.0,4,Male,Finance,JVC,"1,000-2,500",1,2,2,3,2,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,3.33,6
R1154,University student,Yes,Expat - student visa,18-22,Rarely,260.0,Malls / brand stores; Online marketplaces; Second-hand / thrift; Outlet stores; Social-media sellers,None stated,4,3,4,3,3,2,Once or twice,2.0,4,3,3,2,3,4,Quality concerns; Social stigma,3,3,Dresses; Denim / jeans; Bags; Accessories,Curated quality; Convenient location; Loyalty rewards; Trendy / curated styles,50.0,70,105,180.0,Both,Up to 15 min,Maybe,TikTok,4.0,3,Female,Business,JVC,"2,501-5,000",1,1,1,2,3,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,3.0,4
R1867,Young working professional,Yes,Expat - long-term resident,28-34,Rarely,490.0,Malls / brand stores; Online marketplaces; Outlet stores; Social-media sellers,Same styles everywhere; Poor fast-fashion quality; Not sustainable; Sizing issues,2,3,5,5,3,4,Once or twice,1.0,4,5,5,5,2,3,Quality concerns; Don't know where to shop,2,2,Tops / T-shirts; Dresses; Formal / office wear; Shoes; Accessories,Curated quality; Convenient location; Online ordering + delivery; Loyalty rewards,125.0,120,150,120.0,Both,Only my neighbourhood,No,Instagram; University / campus,2.0,2,Female,Marketing,Downtown,"1,000-2,500",3,1,1,1,2,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2.0,5
R1558,Recent graduate,Yes,Expat - student visa,28-34,About monthly,260.0,"Fast fashion (H&M, Shein-type); Online marketplaces; Second-hand / thrift",Same styles everywhere; Poor fast-fashion quality; Sizing issues; Hard to find unique pieces,2,3,4,4,3,2,"Yes, occasionally",4.0,4,2,3,3,2,3,Nothing - I'm open to it,4,3,Tops / T-shirts; Denim / jeans; Formal / office wear; Shoes; Accessories,Low prices; Curated quality; Loyalty rewards; Trendy / curated styles,85.0,90,175,210.0,Both,Up to 30 min,"Yes, sell",Google / Maps,4.0,4,Male,Marketing,Marina / JBR,"2,501-5,000",3,3,2,3,3,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,3.67,5
R1731,University student,Yes,UAE national,18-22,Every few months,270.0,Outlet stores,Too expensive,2,4,2,2,4,2,"Yes, occasionally",3.0,5,3,2,4,4,5,Quality concerns; Social stigma,5,4,Tops / T-shirts; Denim / jeans; Outerwear / jackets; Shoes; Accessories; Athleisure / sportswear; Modest wear / abayas,Convenient location; Loyalty rewards; Sustainability mission,80.0,105,125,220.0,In-store only,Only my neighbourhood,"Yes, donate",Word of mouth; University / campus; Google / Maps,4.0,5,Male,Health / Medicine,Other,"1,000-2,500",1,2,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,4.67,7
R1970,University student,Yes,Expat - student visa,18-22,2-3 times a month,270.0,Online marketplaces; Second-hand / thrift,Too expensive; Hard to find unique pieces,2,4,5,2,3,3,Once or twice,2.0,2,3,4,2,4,2,Sizing / fit,2,1,Tops / T-shirts; Dresses; Shoes; Accessories,Low prices; Guaranteed cleanliness / sanitisation; Convenient location; Online ordering + delivery; Loyalty rewards,120.0,140,195,180.0,In-store only,Up to 15 min,No,Instagram; TikTok; Word of mouth; University / campus; Google / Maps; Influencers,3.0,1,Male,IT / Computer Science,Silicon Oasis,"1,000-2,500",1,4,1,2,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1.33,4
R1791,University student,Yes,Expat - student visa,23-27,Rarely,130.0,"Fast fashion (H&M, Shein-type)",Too expensive; Poor fast-fashion quality; Not sustainable; Sizing issues,3,3,3,3,3,3,Once or twice,3.0,3,4,4,2,4,3,Nothing - I'm open to it,4,4,Tops / T-shirts; Dresses; Denim / jeans; Outerwear / jackets; Accessories; Athleisure / sportswear; Modest wear / abayas,Low prices; Curated quality; Convenient location; Loyalty rewards; Trendy / curated styles,60.0,85,115,180.0,In-store only,Up to 15 min,"Yes, donate",Instagram; TikTok; Word of mouth; University / campus; Google / Maps; Flyers / events,3.0,4,Female,Marketing,Marina / JBR,"Under 1,000",2,1,1,2,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,4.0,7
R1322,University student,Yes,Expat - student visa,18-22,Every few months,190.0,"Fast fashion (H&M, Shein-type); Online marketplaces; Outlet stores; Social-media sellers",Sizing issues,4,3,3,1,2,2,Never,2.0,2,4,2,3,3,3,Quality concerns,2,2,Dresses; Formal / office wear; Accessories; Athleisure / sportswear,Low prices,55.0,80,105,80.0,Both,Up to 15 min,No,TikTok; Influencers,2.0,2,Male,Health / Medicine,Silicon Oasis,"1,000-2,500",1,2,0,2,2,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2.0,4
R1544,University student,Yes,UAE national,18-22,Every few months,260.0,"Fast fashion (H&M, Shein-type); Online marketplaces; Second-hand / thrift; Social-media sellers",Too expensive; Same styles everywhere; Sizing issues; Hard to find unique pieces,4,2,3,2,4,4,"Yes, regularly",4.0,4,4,1,3,4,5,Nothing - I'm open to it,5,5,Tops / T-shirts; Formal / office wear; Outerwear / jackets; Shoes; Bags; Modest wear / abayas,Low prices; Online ordering + delivery; Loyalty rewards,45.0,90,115,200.0,Both,Up to 15 min,"Yes, donate",Instagram; University / campus; Influencers,5.0,5,Female,Arts / Design,Deira / Bur Dubai,"Under 1,000",1,2,3,2,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,5.0,6
R1953,University student,Yes,Expat - student visa,23-27,Every few months,180.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces; Outlet stores",Too expensive; Poor fast-fashion quality,3,2,3,3,2,3,Never,1.0,3,4,5,3,2,1,Sizing / fit,3,4,Tops / T-shirts; Denim / jeans; Formal / office wear; Shoes; Accessories; Athleisure / sportswear,Low prices; Guaranteed cleanliness / sanitisation; Curated quality; Online ordering + delivery,75.0,80,105,220.0,Online only,Up to 15 min,Maybe,University / campus; Google / Maps,3.0,3,Male,Business,Other,"Under 1,000",2,2,0,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,3.33,6
R1587,University student,Yes,Expat - student visa,18-22,About monthly,160.0,"Fast fashion (H&M, Shein-type); Online marketplaces; Second-hand / thrift",Too expensive; Poor fast-fashion quality; Not sustainable; Sizing issues; Hard to find unique pieces,4,2,3,1,4,3,"Yes, occasionally",3.0,3,3,3,3,3,3,Nothing - I'm open to it,3,4,Tops / T-shirts; Dresses; Denim / jeans; Outerwear / jackets; Bags; Athleisure / sportswear,Low prices; Online ordering + delivery; Loyalty rewards; Trendy / curated styles,45.0,60,105,100.0,Both,Only my neighbourhood,"Yes, sell",Word of mouth; University / campus,4.0,4,Female,Engineering,Other,"2,501-5,000",1,3,2,1,3,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,3.67,6
R1082,Young working professional,Yes,Expat - long-term resident,28-34,2-3 times a month,1240.0,Malls / brand stores; Online marketplaces; Second-hand / thrift; Outlet stores; Social-media sellers,Hard to find unique pieces,2,3,2,1,3,3,"Yes, occasionally",4.0,2,2,1,2,3,3,Sizing / fit,4,4,Dresses; Denim / jeans; Formal / office wear; Bags; Modest wear / abayas,Guaranteed cleanliness / sanitisation; Curated quality; Loyalty rewards,75.0,85,180,280.0,In-store only,Across the city,"Yes, donate",Instagram; Word of mouth,5.0,4,Male,IT / Computer Science,International City,"Over 8,000",3,4,2,4,5,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,4.0,5
R1641,Young working professional,Yes,Expat - long-term resident,35+,Weekly,1000.0,Malls / brand stores; Second-hand / thrift; Social-media sellers,Not sustainable; Sizing issues,2,4,2,5,3,4,Once or twice,4.0,3,4,2,2,3,3,Quality concerns; Social stigma,3,4,Tops / T-shirts; Dresses; Denim / jeans,Convenient location; Loyalty rewards; Sustainability mission,145.0,130,175,440.0,Both,Up to 15 min,"Yes, sell",Instagram; TikTok; University / campus; Google / Maps; Influencers; Flyers / events,4.0,3,Female,Finance,Marina / JBR,"Over 8,000",4,5,1,2,5,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,3.33,3
R1464,Recent graduate,Yes,Expat - long-term resident,23-27,About monthly,300.0,Malls / brand stores; Online marketplaces; Second-hand / thrift; Social-media sellers,Too expensive; Same styles everywhere; Not sustainable,3,3,3,4,3,4,"Yes, regularly",3.0,4,4,2,2,3,3,Nothing - I'm open to it,5,5,Tops / T-shirts; Dresses; Denim / jeans; Outerwear / jackets; Shoes; Accessories; Athleisure / sportswear,Low prices; Guaranteed cleanliness / sanitisation; Curated quality; Sustainability mission,55.0,100,110,210.0,In-store only,Across the city,"Yes, sell",Instagram; Word of mouth; Flyers / events,4.0,4,Male,Unknown,Marina / JBR,"1,000-2,500",2,3,3,4,2,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,4.67,7
R1552,University student,Yes,Expat - student visa,18-22,Every few months,80.0,Online marketplaces,Same styles everywhere; Poor fast-fashion quality; Not sustainable,3,2,3,5,3,4,Once or twice,3.0,4,5,2,3,4,4,Don't know where to shop,5,4,Tops / T-shirts; Denim / jeans; Formal / office wear; Outerwear / jackets; Bags; Accessories,Curated quality; Loyalty rewards; Sustainability mission,25.0,40,100,120.0,Online only,Across the city,Maybe,Instagram; Word of mouth; Flyers / events,5.0,5,Female,Engineering,Marina / JBR,"Under 1,000",1,2,1,4,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,4.67,6
